"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"19237",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1185,45,NA,"C1","36 RIVERSIDE DRIVE                       ","            ",10023,8,0,8," 1,850 "," 7,380 ",1900,2,"C1"," 11,000,000 ","2/23/2016",1.1e+07,7380,1850,0
"19240",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1185,70,NA,"C1","347 WEST END AVENUE                      ","            ",10024,9,0,9," 2,247 "," 5,280 ",1900,2,"C1"," 7,800,000 ","2/12/2016",7800000,5280,2247,0
"19241",1,"UPPER WEST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1128,41,NA,"D9","12 WEST 76TH STREET                      ","            ",10023,11,0,11," 2,554 "," 10,320 ",1910,2,"D9"," 10,900,000 ","6/22/2016",10900000,10320,2554,0
"19242",1,"UPPER WEST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1158,38,NA,"D7","210 WEST 70TH   STREET                   ","            ",10023,185,1,186," 15,062 "," 171,085 ",1924,2,"D7"," 133,000,000 ","12/15/2015",1.33e+08,171085,15062,0
"20797",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1199,43,NA,"C5","16 WEST 86TH   STREET                    ","            ",10024,10,0,10," 2,554 "," 9,910 ",1900,2,"C5"," 12,000,000 ","3/15/2016",1.2e+07,9910,2554,0
"20798",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,51,NA,"C5","40 WEST 87TH   STREET                    ","            ",10024,10,0,10," 2,215 "," 7,047 ",1910,2,"C5"," 9,145,000 ","8/30/2016",9145000,7047,2215,0
"20801",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,51,NA,"C5","40 WEST 87TH STREET                      ","            ",10024,10,0,10," 2,215 "," 7,047 ",1910,2,"C5"," 9,145,000 ","7/29/2016",9145000,7047,2215,0
"20802",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,150,NA,"C5","38 WEST 87TH   STREET                    ","            ",10024,9,0,9," 2,013 "," 6,254 ",1910,2,"C5"," 16,250,000 ","9/25/2015",16250000,6254,2013,0
"20803",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,151,NA,"C5","42 WEST 87TH   STREET                    ","            ",10024,10,0,10," 2,216 "," 6,646 ",1910,2,"C5"," 9,145,000 ","8/30/2016",9145000,6646,2216,0
"20806",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,151,NA,"C5","42 WEST 87TH STREET                      ","            ",10024,10,0,10," 2,216 "," 6,646 ",1910,2,"C5"," 9,145,000 ","7/29/2016",9145000,6646,2216,0
"20808",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1208,24,NA,"C1","23 WEST 94TH   STREET                    ","            ",10025,9,0,9," 1,661 "," 3,959 ",1900,2,"C1"," 4,990,000 ","4/7/2016",4990000,3959,1661,0
"20809",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1208,114,NA,"C1","51 WEST 94TH   STREET                    ","            ",10025,7,0,7," 2,013 "," 6,060 ",1900,2,"C1"," 3,750,000 ","3/21/2016",3750000,6060,2013,0
"20811",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1212,45,NA,"C2","128 WEST 82ND STREET                     ","            ",10024,5,0,5," 2,043 "," 6,727 ",1900,2,"C2"," 7,550,000 ","4/20/2016",7550000,6727,2043,0
"20812",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1213,61,NA,"C7","477 AMSTERDAM AVENUE                     ","            ",10024,8,2,10," 2,000 "," 9,500 ",1920,2,"C7"," 17,100,000 ","7/21/2016",17100000,9500,2000,0
"20813",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1216,4,NA,"C5","169 WEST 85TH   STREET                   ","            ",10024,10,0,10," 1,916 "," 5,635 ",1900,2,"C5"," 4,750,000 ","7/25/2016",4750000,5635,1916,0
"20815",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1220,13,NA,"C1","133 WEST 89TH STREET                     ","            ",10024,15,0,15," 2,517 "," 10,930 ",1910,2,"C1"," 410,000 ","7/21/2016",410000,10930,2517,0
"20818",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1227,39,NA,"C7","206 WEST 80TH STREET                     ","            ",10024,10,1,11," 2,554 "," 9,660 ",1910,2,"C7"," 6,700,000 ","4/13/2016",6700000,9660,2554,0
"20819",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1232,64,NA,"C5","508 WEST END AVENUE                      ","            ",10024,10,0,10," 1,600 "," 5,280 ",1910,2,"C5"," 7,000,000 ","11/24/2015",7e+06,5280,1600,0
"20820",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1239,10,NA,"C7","2461 BROADWAY                            ","            ",10025,20,3,23," 2,775 "," 14,650 ",1910,2,"C7"," 22,000,000 ","5/10/2016",2.2e+07,14650,2775,0
"20821",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1242,29,NA,"C7","201 WEST 94 STREET                       ","            ",10025,18,4,22," 4,071 "," 15,955 ",1920,2,"C7"," 3,767,000 ","9/8/2015",3767000,15955,4071,0
"20822",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1249,16,NA,"C5","337 WEST 87TH STREET                     ","            ",10024,5,0,5," 1,913 "," 5,950 ",1900,2,"C5"," 10,000,000 ","8/19/2016",1e+07,5950,1913,0
"20827",1,"UPPER WEST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2B",1243,139,NA,"D7","210 WEST 96TH   STREET                   ","            ",10025,8,1,9," 3,150 "," 22,000 ",2009,2,"D7"," 22,200,000 ","7/19/2016",22200000,22000,3150,0
"21815",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2B",1860,31,NA,"C7","924 COLUMBUS AVENUE                      ","            ",10025,8,2,10," 1,875 "," 7,500 ",1930,2,"C7"," 2,750,000 ","6/9/2016",2750000,7500,1875,0
"21816",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2B",1860,32,NA,"C7","926 COLUMBUS AVENUE                      ","            ",10025,8,1,9," 1,875 "," 7,500 ",1930,2,"C7"," 2,500,000 ","6/9/2016",2500000,7500,1875,0
"21817",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2B",1860,33,NA,"C7","928 COLUMBUS AVENUE                      ","            ",10025,8,1,9," 1,875 "," 7,500 ",1930,2,"C7"," 2,500,000 ","6/9/2016",2500000,7500,1875,0
"21818",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1861,29,NA,"C7","940 COLUMBUS AVENUE                      ","            ",10025,12,5,17," 2,592 "," 11,093 ",1910,2,"C7"," 8,825,000 ","7/26/2016",8825000,11093,2592,0
"21819",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1861,32,NA,"C7","946 COLUMBUS AVENUE                      ","            ",10025,16,2,18," 2,508 "," 8,285 ",1910,2,"C7"," 950,000 ","1/12/2016",950000,8285,2508,0
"21820",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1861,32,NA,"C7","946 COLUMBUS AVENUE                      ","            ",10025,16,2,18," 2,508 "," 8,285 ",1910,2,"C7"," 950,000 ","1/12/2016",950000,8285,2508,0
"21821",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1861,59,NA,"C4","170 WEST 107 STREET                      ","            ",10025,15,0,15," 2,523 "," 9,130 ",1910,2,"C4"," 14,000,000 ","5/4/2016",1.4e+07,9130,2523,0
"21823",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1862,2,NA,"C7","963 AMSTERDAM AVE                        ","            ",10025,15,2,17," 2,500 "," 9,397 ",1925,2,"C7"," 5,700,000 ","5/26/2016",5700000,9397,2500,0
"21824",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2A",1874,1,NA,"C2","860 WEST END AVENUE                      ","            ",10025,5,0,5," 1,924 "," 6,966 ",1920,2,"C2"," 4,600,000 ","8/10/2016",4600000,6966,1924,0
"21826",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1879,24,NA,"C4","207 WEST 107TH STREET                    ","            ",10025,12,0,12," 3,784 "," 14,255 ",1900,2,"C4"," 13,650,000 ","4/29/2016",13650000,14255,3784,0
"21831",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2B",1893,11,NA,"C5","321 WEST 108 STREET                      ","            ",10025,8,0,8," 1,917 "," 7,490 ",1900,2,"C5"," 4,750,000 ","1/29/2016",4750000,7490,1917,0
"21832",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1879,27,NA,"D3","203 WEST 107TH ST                        ","            ",10025,28,0,28," 5,046 "," 34,514 ",1911,2,"D3"," 16,300,000 ","3/22/2016",16300000,34514,5046,0
"21833",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1882,47,NA,"D1","526 WEST 111 STREET                      ","            ",10025,44,0,44," 9,948 "," 43,145 ",1925,2,"D1"," 29,985,000 ","10/1/2015",29985000,43145,9948,0
"21834",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1885,29,NA,"D6","1080 AMSTERDAM AVENUE                    ","            ",10025,96,2,98," 5,092 "," 89,365 ",1932,2,"D6"," 29,100,000 ","9/25/2015",29100000,89365,5092,0
"21835",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1887,3,NA,"D7","323 WEST 96TH   STREET                   ","            ",10025,172,1,173," 16,867 "," 133,697 ",2001,2,"D7"," 27,000,000 ","1/20/2016",2.7e+07,133697,16867,0
"21836",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1891,29,NA,"D1","308 WEST 105TH STREET                    ","            ",10025,14,0,14," 1,917 "," 6,579 ",1923,2,"D1"," 4,675,000 ","6/21/2016",4675000,6579,1917,0
"22064",1,"UPPER WEST SIDE (96-116) ","11A CONDO-RENTALS                           ","2",1868,1402,NA,"RR","752 WEST END AVENUE                      ","RES         ",10025,197,0,197," -   "," 174,156 ",1931,2,"RR"," 15,330,000 ","12/10/2015",15330000,174156,NA,0
"22065",1,"UPPER WEST SIDE (96-116) ","11A CONDO-RENTALS                           ","2",1868,1402,NA,"RR","752 WEST END AVENUE                      ","RES         ",10025,197,0,197," -   "," 174,156 ",1931,2,"RR"," 78,475,000 ","12/10/2015",78475000,174156,NA,0
"22066",1,"UPPER WEST SIDE (96-116) ","11A CONDO-RENTALS                           ","2",1868,1402,NA,"RR","752 WEST END AVENUE                      ","RES         ",10025,197,0,197," -   "," 174,156 ",1931,2,"RR"," 52,195,000 ","12/10/2015",52195000,174156,NA,0
"22251",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2108,65,NA,"C7","945 ST NICHOLAS AVENUE                   ","            ",10032,30,2,32," 6,420 "," 20,610 ",1915,2,"C7"," 5,780,000 ","7/8/2016",5780000,20610,6420,0
"22253",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2108,81,NA,"C7","498 WEST 159TH STREET                    ","            ",10032,25,5,30," 4,231 "," 20,051 ",1907,2,"C7"," 8,050,000 ","7/14/2016",8050000,20051,4231,0
"22254",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2109,1,NA,"C7","481 WEST 159TH STREET                    ","            ",10032,12,2,14," 3,400 "," 17,583 ",1900,2,"C7"," 6,161,000 ","7/14/2016",6161000,17583,3400,0
"22255",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2109,16,NA,"C1","475 WEST 159TH STREET                    ","            ",10032,18,0,18," 3,150 "," 15,996 ",1902,2,"C1"," 5,089,000 ","7/14/2016",5089000,15996,3150,0
"22256",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2A",2109,28,NA,"C2","424 WEST 160 STREET                      ","            ",10032,6,0,6," 1,800 "," 2,804 ",1896,2,"C2"," 2,450,000 ","12/29/2015",2450000,2804,1800,0
"22257",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2110,18,NA,"C1","432 WEST 163 STREET                      ","            ",10032,30,0,30," 5,625 "," 21,708 ",1930,2,"C1"," 8,000,000 ","11/30/2015",8e+06,21708,5625,0
"22258",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2114,26,NA,"C1","520 WEST 156 STREET                      ","            ",10032,22,0,22," 4,996 "," 17,780 ",1908,2,"C1"," 9,500,000 ","7/8/2016",9500000,17780,4996,0
"22262",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2115,44,NA,"C1","515 WEST 156 STREET                      ","            ",10032,30,0,30," 7,494 "," 24,795 ",1925,2,"C1"," 8,377,903 ","12/7/2015",8377903,24795,7494,0
"22264",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2115,56,NA,"C1","539 WEST 156 STREET                      ","            ",10032,22,0,22," 3,922 "," 13,280 ",1916,2,"C1"," 12,075,000 ","9/8/2015",12075000,13280,3922,0
"22266",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2118,70,NA,"C1","571 WEST 159 STREET                      ","            ",10032,20,0,20," 3,747 "," 12,385 ",1910,2,"C1"," 10,640,000 ","9/8/2015",10640000,12385,3747,0
"22268",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2119,12,NA,"C1","574 WEST 161 STREET                      ","            ",10032,31,0,31," 7,174 "," 25,160 ",1910,2,"C1"," 7,200,000 ","6/21/2016",7200000,25160,7174,0
"22269",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2119,12,NA,"C1","574 WEST 161 STREET                      ","            ",10032,31,0,31," 7,174 "," 25,160 ",1910,2,"C1"," 5,000,000 ","9/8/2015",5e+06,25160,7174,0
"22270",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2B",2120,55,NA,"C4","551 WEST 161 STREET                      ","            ",10032,8,0,8," 1,890 "," 4,739 ",1910,2,"C4"," 1,125,000 ","7/22/2016",1125000,4739,1890,0
"22271",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2123,52,NA,"C1","27 AUDUBON AVENUE                        ","            ",10032,22,0,22," 3,800 "," 12,800 ",1906,2,"C1"," 10,500,000 ","11/30/2015",10500000,12800,3800,0
"22274",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2123,61,NA,"C7","502 WEST 167 STREET                      ","            ",10032,12,1,13," 2,125 "," 8,700 ",1916,2,"C7"," 3,100,000 ","5/10/2016",3100000,8700,2125,0
"22275",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2125,34,NA,"C1","516 WEST 169 STREET                      ","            ",10032,24,0,24," 4,250 "," 17,754 ",1912,2,"C1"," 5,000,000 ","11/30/2015",5e+06,17754,4250,0
"22276",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2126,28,NA,"C7","79 AUDUBON AVE                           ","            ",10032,24,3,27," 5,375 "," 22,385 ",1911,2,"C7"," 6,500,000 ","11/30/2015",6500000,22385,5375,0
"22278",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2127,46,NA,"C7","2228 AMSTERDAM AVENUE                    ","            ",10032,35,1,36," 5,200 "," 22,956 ",1910,2,"C7"," 15,100,000 ","9/8/2015",15100000,22956,5200,0
"22279",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2127,54,NA,"C1","507 WEST 170 STREET                      ","            ",10032,25,0,25," 5,000 "," 18,005 ",1920,2,"C1"," 6,000,000 ","11/30/2015",6e+06,18005,5000,0
"22281",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2128,40,NA,"C1","508 WEST 172 STREET                      ","            ",10032,20,0,20," 4,592 "," 16,790 ",1907,2,"C1"," 6,300,000 ","9/8/2015",6300000,16790,4592,0
"22282",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2128,53,NA,"C1","507 WEST 171 STREET                      ","            ",10032,30,0,30," 4,750 "," 20,574 ",1920,2,"C1"," 20,000,000 ","3/21/2016",2e+07,20574,4750,0
"22286",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2129,41,NA,"C1","506 WEST 173 STREET                      ","            ",10032,20,0,20," 5,000 "," 18,030 ",1906,2,"C1"," 7,100,000 ","9/8/2015",7100000,18030,5000,0
"22287",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2130,40,NA,"C1","520 WEST 174 STREET                      ","            ",10033,32,0,32," 5,000 "," 16,905 ",1927,2,"C1"," 7,950,000 ","8/3/2016",7950000,16905,5000,0
"22288",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2130,48,NA,"C7","501 WEST 173 STREET                      ","            ",10032,20,2,22," 3,500 "," 17,375 ",1911,2,"C7"," 4,224,025 ","1/7/2016",4224025,17375,3500,0
"22290",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2137,86,NA,"C1","610 WEST 163 STREET                      ","            ",10032,54,0,54," 16,598 "," 47,930 ",1930,2,"C1"," 13,500,000 ","6/22/2016",13500000,47930,16598,0
"22291",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2144,57,NA,"C7","1315-1317 ST NICHOLAS AVENUE             ","            ",10033,24,4,28," 5,690 "," 23,235 ",1913,2,"C7"," 7,250,000 ","7/12/2016",7250000,23235,5690,0
"22293",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2114,10,NA,"D1","570 WEST 156 STREET                      ","            ",10032,54,0,54," 12,490 "," 50,946 ",1911,2,"D1"," 14,175,000 ","9/8/2015",14175000,50946,12490,0
"22294",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2120,48,NA,"D1","517 WEST 161ST STREET                    ","            ",10032,41,0,41," 4,996 "," 21,426 ",1926,2,"D1"," 8,350,000 ","4/20/2016",8350000,21426,4996,0
"22296",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2122,84,NA,"D7","1091 ST. NICHOLAS AVE                    ","            ",10030,56,6,62," 10,365 "," 50,932 ",1910,2,"D7"," 18,876,000 ","5/4/2016",18876000,50932,10365,0
"22298",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2122,88,NA,"D7","1083 ST. NICHOLAS AVE                    ","            ",10032,51,8,59," 18,525 "," 85,530 ",1915,2,"D7"," 17,424,000 ","5/4/2016",17424000,85530,18525,0
"22300",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2122,110,NA,"D1","548 WEST 164 STREET                      ","            ",10032,54,0,54," 13,239 "," 56,634 ",1910,2,"D1"," 16,200,000 ","6/6/2016",16200000,56634,13239,0
"22301",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2128,8,NA,"D7","1228 ST. NICHOLAS AVE                    ","            ",10032,44,7,51," 11,875 "," 57,690 ",1912,2,"D7"," 19,000,000 ","5/4/2016",1.9e+07,57690,11875,0
"22303",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2132,21,NA,"D7","247 AUDUBON AVENUE                       ","            ",10033,40,2,42," 10,471 "," 49,380 ",1910,2,"D7"," 12,300,000 ","7/27/2016",12300000,49380,10471,0
"22304",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2133,30,NA,"D7","1320 ST. NICHOLAS AVE                    ","            ",10033,55,5,60," 9,911 "," 45,756 ",1920,2,"D7"," 21,900,000 ","5/4/2016",21900000,45756,9911,0
"22306",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2136,90,NA,"D1","645 WEST 160TH STREET                    ","            ",10032,48,0,48," 14,988 "," 63,384 ",1914,2,"D1"," 11,300,000 ","9/17/2015",11300000,63384,14988,0
"22307",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2139,199,NA,"D1","703 WEST 171 STREET                      ","            ",10032,11,1,12," 2,500 "," 17,550 ",2006,2,"D1"," 5,100,000 ","2/23/2016",5100000,17550,2500,0
"22309",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2141,48,NA,"D7","1245 ST. NICHOLAS AVE                    ","            ",10032,38,5,43," 9,450 "," 44,081 ",1906,2,"D7"," 19,300,000 ","5/4/2016",19300000,44081,9450,0
"22311",1,"WASHINGTON HEIGHTS LOWER ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2143,9,NA,"D1","610 WEST 174 STREET                      ","            ",10033,49,0,49," 10,000 "," 40,924 ",1925,2,"D1"," 11,300,000 ","5/4/2016",11300000,40924,10000,0
"22428",1,"WASHINGTON HEIGHTS LOWER ","14  RENTALS - 4-10 UNIT                     ","2A",2107,9,NA,"S5","914 ST NICHOLAS AVENUE                   ","            ",10032,5,1,6," 1,088 "," 3,068 ",1900,2,"S5"," 950,000 ","4/11/2016",950000,3068,1088,0
"22453",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2149,270,NA,"C1","133 FT GEORGE AVENUE                     ","            ",10040,40,0,40," 7,225 "," 35,135 ",1924,2,"C1"," 7,900,000 ","11/3/2015",7900000,35135,7225,0
"22454",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2152,39,NA,"C1","512 WEST 180 STREET                      ","            ",10033,20,0,20," 5,000 "," 17,450 ",1909,2,"C1"," 4,000,000 ","10/14/2015",4e+06,17450,5000,0
"22456",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2A",2152,60,NA,"C2","517 WEST 179TH STREET                    ","            ",10033,6,0,6," 1,700 "," 2,033 ",1900,2,"C2"," 753,627 ","10/28/2015",753627,2033,1700,0
"22459",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2153,68,NA,"C7","554-556 WEST 181 STREET                  ","            ",10033,24,4,28," 9,954 "," 38,750 ",1906,2,"C7"," 21,150,000 ","4/7/2016",21150000,38750,9954,0
"22461",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2B",2154,12,NA,"C5","564 WEST 182 STREET                      ","            ",10033,8,0,8," 1,248 "," 2,050 ",1920,2,"C5"," 315,000 ","4/19/2016",315000,2050,1248,0
"22462",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2B",2154,12,NA,"C5","564 WEST 182ND STREET                    ","            ",10033,8,0,8," 1,248 "," 2,050 ",1920,2,"C5"," 367,500 ","10/19/2015",367500,2050,1248,0
"22463",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2154,24,NA,"C7","561-565 WEST 181 STREET                  ","            ",10033,16,2,18," 5,000 "," 17,526 ",1920,2,"C7"," 10,000,000 ","4/7/2016",1e+07,17526,5000,0
"22465",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2154,69,NA,"C7","1466 ST NICHOLAS AVENUE                  ","            ",10033,16,2,18," 5,000 "," 15,592 ",1909,2,"C7"," 6,500,000 ","6/22/2016",6500000,15592,5000,0
"22468",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2A",2157,32,NA,"C2","567 WEST 184 STREET                      ","            ",10033,5,0,5," 2,500 "," 4,684 ",1920,2,"C2"," 860,000 ","1/29/2016",860000,4684,2500,0
"22469",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2158,41,NA,"C7","564 WEST 189TH STREET                    ","            ",10040,37,2,39," 5,000 "," 22,850 ",1923,2,"C7"," 6,608,900 ","2/3/2016",6608900,22850,5000,0
"22470",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2159,43,NA,"C1","540 WEST 189 STREET                      ","            ",10040,30,0,30," 5,015 "," 24,876 ",1917,2,"C1"," 5,740,000 ","10/8/2015",5740000,24876,5015,0
"22472",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2162,37,NA,"C7","1395 ST. NICHOLAS AVENUE                 ","            ",10033,16,6,22," 5,000 "," 20,932 ",1909,2,"C7"," 10,805,000 ","9/17/2015",10805000,20932,5000,0
"22474",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2167,27,NA,"C1","649 WEST 184TH ST                        ","            ",10033,21,0,21," 4,996 "," 17,965 ",1925,2,"C1"," 5,500,000 ","7/7/2016",5500000,17965,4996,0
"22477",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2168,43,NA,"C1","608 WEST 189TH STREET                    ","            ",10040,21,0,21," 5,000 "," 18,555 ",1915,2,"C1"," 8,765,000 ","3/21/2016",8765000,18555,5000,0
"22478",1,"WASHINGTON HEIGHTS UPPER ","07  RENTALS - WALKUP APARTMENTS             ","2",2168,63,NA,"C1","325 WADSWORTH AVE                        ","            ",10040,24,0,24," 5,958 "," 21,675 ",1920,2,"C1"," 4,975,000 ","7/7/2016",4975000,21675,5958,0
